,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
216,1148,535,1683,98,1091,888,76,127,97,0,459,1550,57,46,1,10,1,0,76,133,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-04,30.7,0.0,1.6,59.6,1.1,0.0,0.0,0.0,0.0,1,7,4,1
217,1219,547,1766,57,1196,919,113,164,57,0,514,1710,23,18,0,5,0,0,33,56,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-08-05,31.2,0.0,1.8,60.1,1.9,0.0,0.0,0.0,0.0,1,7,5,1
218,2027,1002,3029,180,1986,1597,190,199,180,106,912,2898,41,35,3,3,0,0,90,131,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-08-06,30.5,0.0,1.7,64.8,1.9,0.0,0.0,0.0,0.0,1,7,5,1
219,1690,896,2586,127,1637,1367,94,176,119,0,795,2432,53,44,5,4,8,0,101,154,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-08-07,30.6,0.0,1.9,56.0,0.9,0.0,0.0,0.0,0.0,1,7,4,1
220,657,461,1118,62,628,467,68,93,57,0,410,1038,29,22,6,1,5,0,51,80,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-08,30.5,0.0,1.8,63.1,2.5,0.0,0.0,0.0,0.0,1,7,5,1
221,637,551,1188,122,620,459,57,104,110,0,514,1134,17,15,0,2,12,0,37,54,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-08-09,29.3,1.0,1.9,68.3,3.8,2.02,0.5,0.5,1.0,2,7,5,1
222,628,570,1198,68,605,456,56,93,66,0,500,1105,23,19,0,4,2,0,70,93,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-10,29.4,0.0,1.9,66.3,4.4,0.0,0.0,0.0,0.0,2,7,5,1
223,642,464,1106,89,618,449,61,108,88,0,432,1050,24,22,1,1,1,0,32,56,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-11,30.5,0.0,2.0,64.1,0.3,0.0,0.0,0.0,0.0,1,7,5,1
224,715,507,1222,48,704,534,68,102,47,0,479,1183,11,10,1,0,1,0,28,39,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-08-12,30.4,0.0,2.0,68.3,1.8,0.0,0.0,0.0,0.0,1,7,5,1
225,2176,1001,3177,128,2133,1726,103,304,127,31,905,3038,43,34,4,5,1,45,96,139,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-08-13,30.2,0.0,2.4,67.9,3.0,0.0,0.0,0.0,0.0,2,7,5,1
226,4961,1198,6159,142,4871,4240,171,460,137,1062,1080,5951,90,87,0,3,5,0,118,208,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-08-14,28.9,0.2,1.9,74.0,5.3,0.33,0.2,0.2,0.2,2,7,5,1
227,3300,956,4256,170,3181,2569,240,372,167,0,883,4064,119,106,3,10,3,0,73,192,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-15,29.1,0.0,1.9,65.5,6.1,0.67,0.0,0.0,0.0,3,7,5,1
228,910,518,1428,68,883,685,64,134,66,96,476,1359,27,19,0,8,2,0,42,69,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-08-16,29.3,0.5,1.6,64.9,4.5,0.92,0.5,0.5,0.5,2,7,5,1
229,922,532,1454,59,897,524,241,132,53,243,505,1402,25,24,1,0,6,0,27,52,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-17,29.9,0.0,1.9,60.4,3.3,0.0,0.0,0.0,0.0,2,7,5,1
230,10774,585,11359,91,10756,586,10021,149,88,10038,560,11316,18,13,2,3,3,0,25,43,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-18,29.9,0.0,1.6,61.9,7.0,0.0,0.0,0.0,0.0,3,7,5,1
231,4702,643,5345,56,4669,1121,3061,487,56,3810,609,5278,33,29,0,4,0,0,34,67,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-08-19,28.9,11.5,1.4,69.5,7.5,1.42,4.5,11.5,11.5,3,7,5,1
232,4039,1429,5468,168,3935,3327,129,479,159,30,1328,5263,104,94,4,6,9,0,101,205,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-08-20,30.1,0.0,1.7,59.0,6.9,0.0,0.0,0.0,0.0,3,7,4,1
233,3086,1343,4429,72,2970,2558,93,319,70,0,1216,4186,116,102,1,13,2,0,127,243,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-08-21,30.7,0.0,2.1,57.5,4.4,0.67,0.0,0.0,0.0,2,7,4,1
234,592,496,1088,65,577,503,13,61,65,0,464,1041,15,13,2,0,0,0,32,47,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-22,30.7,0.4,2.1,58.0,3.6,0.33,0.4,0.4,0.4,2,7,4,1
235,534,612,1146,36,519,436,13,70,33,0,573,1092,15,14,0,1,3,0,39,54,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-08-23,28.3,8.0,2.1,68.8,5.1,2.67,3.0,7.0,8.0,2,7,5,1
236,623,713,1336,62,596,506,32,58,60,0,678,1274,27,12,12,3,2,0,35,62,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-24,29.1,0.0,1.8,59.1,5.4,0.58,0.0,0.0,0.0,2,7,4,1
237,591,698,1289,40,575,522,11,42,37,42,662,1237,16,14,0,2,3,0,36,52,0,1,0,0,0,0,0,0,0,1,0,1,0,2016-08-25,27.1,4.5,1.9,70.4,7.4,3.18,1.5,3.5,4.5,3,7,5,1
238,1532,1043,2575,109,1420,1332,10,78,109,0,934,2354,112,110,0,2,0,0,109,221,1,0,0,0,0,0,0,0,0,1,0,1,0,2016-08-26,23.0,20.0,3.6,57.0,4.3,6.08,1.5,6.5,20.0,2,6,4,2
239,15075,3960,19035,145,13937,12327,231,1379,139,139,3697,17634,1138,1039,11,88,6,0,263,1401,0,0,0,0,0,1,0,0,0,1,0,1,0,2016-08-27,23.4,0.0,3.1,43.3,4.9,1.25,0.0,0.0,0.0,2,6,3,2
240,13758,4460,18218,166,12916,11349,223,1344,155,0,4104,17020,842,765,8,69,11,0,356,1198,0,0,0,0,1,0,0,0,0,1,0,1,0,2016-08-28,21.0,1.5,2.6,62.5,8.3,7.07,0.5,1.5,1.5,3,5,5,1
241,2472,1164,3636,92,2315,2170,44,101,86,0,1101,3416,157,151,0,6,6,0,63,220,0,0,0,1,0,0,0,0,0,1,0,1,0,2016-08-29,22.2,0.0,2.0,54.5,5.1,0.0,0.0,0.0,0.0,2,6,4,1
242,2102,1280,3382,55,1972,1862,39,71,55,0,1164,3136,130,126,0,4,0,0,116,246,0,0,0,0,0,0,1,0,0,1,0,1,0,2016-08-30,20.6,0.0,3.3,60.4,6.1,1.33,0.0,0.0,0.0,3,5,5,2
243,20396,294,20690,0,20396,44,75,20277,0,75,285,20681,0,0,0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,1,0,1,0,2016-08-31,17.7,17.5,3.8,85.3,8.4,16.92,1.0,3.0,17.5,3,5,5,2
244,1354,1371,2725,35,1281,1153,69,59,33,153,1194,2475,73,71,0,2,2,105,177,250,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-09-01,23.2,0.0,3.1,71.3,2.9,0.0,0.0,0.0,0.0,1,6,5,2
245,1809,1075,2884,50,1688,1385,210,93,47,226,986,2674,121,116,1,4,3,0,89,210,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-09-02,24.2,4.5,2.7,68.5,6.5,1.5,3.0,4.5,4.5,3,6,5,1
246,14477,5503,19980,153,13298,11614,229,1455,148,30,5131,18429,1179,1079,4,96,5,0,372,1551,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-09-03,23.9,0.5,1.8,73.8,6.1,2.67,0.5,0.5,0.5,3,6,5,1
247,15554,4261,19815,155,14587,12870,220,1497,144,0,3904,18491,967,899,3,65,11,0,357,1324,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-09-04,25.6,0.0,1.5,71.3,7.3,0.0,0.0,0.0,0.0,3,6,5,1
248,1693,1091,2784,140,1610,1399,142,69,138,161,1029,2639,83,81,0,2,2,0,62,145,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-09-05,26.4,0.0,1.7,66.1,5.4,0.0,0.0,0.0,0.0,2,6,5,1
249,1347,1459,2806,62,1268,1113,131,24,62,176,1234,2502,79,78,0,1,0,82,225,304,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-09-06,24.7,0.0,1.8,69.0,4.4,0.0,0.0,0.0,0.0,2,6,5,1
250,1426,1142,2568,42,1359,1110,25,224,38,456,1037,2396,67,66,0,1,4,33,105,172,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-09-07,24.3,0.0,1.8,69.8,6.9,0.0,0.0,0.0,0.0,3,6,5,1
251,786,931,1717,37,760,643,7,110,35,185,893,1653,26,26,0,0,2,0,38,64,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-09-08,23.0,4.5,1.3,76.4,8.1,2.85,1.5,3.5,4.5,3,6,5,1
252,7616,1249,8865,13,7498,1088,6242,168,10,6394,1069,8567,118,83,0,35,3,95,180,298,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-09-09,23.9,0.0,1.8,71.1,4.4,0.0,0.0,0.0,0.0,2,6,5,1
253,11978,4088,16066,86,10956,9609,245,1102,75,60,3706,14662,1022,909,15,98,11,0,382,1404,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-09-10,24.4,0.0,1.6,65.4,6.3,0.0,0.0,0.0,0.0,3,6,5,1
254,14362,5156,19518,156,13104,11451,242,1411,148,95,4656,17760,1258,1146,12,100,8,0,500,1758,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-09-11,24.5,0.0,1.7,66.3,7.1,0.0,0.0,0.0,0.0,3,6,5,1
255,2104,872,2976,34,1966,1547,90,329,26,92,798,2764,138,125,0,13,8,0,74,212,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-09-12,23.4,2.5,1.9,68.9,4.5,0.78,1.5,2.5,2.5,2,6,5,1
256,3060,1303,4363,109,2902,1967,693,242,107,635,1215,4117,158,117,36,5,2,35,88,246,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-09-13,24.6,0.0,1.8,62.5,3.8,0.0,0.0,0.0,0.0,2,6,5,1
257,9390,2322,11712,407,8810,7709,205,896,389,38,2058,10868,580,505,9,66,18,0,264,844,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-09-14,24.6,0.0,1.8,66.1,5.0,0.0,0.0,0.0,0.0,2,6,5,1
258,14638,3303,17941,806,13937,12296,386,1255,780,0,3095,17032,701,635,14,52,26,0,208,909,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-09-15,23.9,0.0,1.3,68.1,7.6,0.0,0.0,0.0,0.0,3,6,5,1
259,25123,7596,32719,862,23078,19959,555,2564,840,30,7235,30313,2045,1821,28,196,22,0,361,2406,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-09-16,24.6,0.0,1.5,64.9,9.3,0.0,0.0,0.0,0.0,4,6,5,1
260,15467,4453,19920,242,14394,12491,286,1617,241,0,4246,18640,1073,961,25,87,1,0,207,1280,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-09-17,23.1,7.0,2.9,64.8,4.9,7.5,1.0,3.5,7.0,2,6,5,1
261,16059,5501,21560,253,14610,12953,277,1380,244,0,5139,19749,1449,1333,21,95,9,0,362,1811,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-09-18,23.5,0.0,3.1,53.4,5.4,0.0,0.0,0.0,0.0,2,6,4,2
262,2046,1314,3360,24,1887,1745,34,108,18,34,1158,3045,159,154,1,4,6,0,156,315,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-09-19,21.9,0.0,3.5,53.3,1.4,0.0,0.0,0.0,0.0,1,5,4,2
263,2211,2236,4447,50,2067,1618,41,408,49,649,1805,3872,144,142,0,2,1,218,431,575,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-09-20,20.6,0.0,3.1,41.1,1.1,0.0,0.0,0.0,0.0,1,5,3,2
264,1679,2146,3825,33,1515,1404,9,102,27,109,1496,3011,164,162,0,2,6,291,650,814,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-09-21,20.2,0.0,2.0,43.4,5.6,0.0,0.0,0.0,0.0,2,5,3,1
265,2098,2467,4565,58,1883,1537,6,340,58,596,1995,3878,215,159,0,56,0,185,472,687,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-09-22,21.9,0.0,1.8,46.3,3.9,0.0,0.0,0.0,0.0,2,5,3,1
266,2677,3032,5709,62,2471,1938,150,383,48,962,2254,4725,206,194,10,2,14,424,778,984,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-09-23,21.4,0.0,1.6,57.9,2.6,0.0,0.0,0.0,0.0,1,5,4,1
267,16891,6656,23547,153,15437,13344,192,1901,151,510,6248,21685,1454,1308,24,122,2,76,408,1862,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-09-24,22.3,0.0,1.6,60.6,3.3,0.0,0.0,0.0,0.0,2,6,5,1
268,16647,4513,21160,69,15415,13474,267,1674,58,237,4241,19656,1232,1134,10,88,11,0,272,1504,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-09-25,23.0,0.0,1.2,57.6,6.8,0.0,0.0,0.0,0.0,3,6,4,1
269,2048,1665,3713,35,1877,1636,25,216,35,163,1252,3129,171,171,0,0,0,153,413,584,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-09-26,23.6,0.0,1.8,59.1,5.4,0.0,0.0,0.0,0.0,2,6,4,1
270,610,873,1483,12,597,167,0,430,12,449,811,1408,13,12,0,1,0,0,62,75,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-09-27,21.0,13.5,1.3,82.5,9.6,14.5,1.0,4.0,13.5,4,5,5,1
271,1343,2683,4026,40,1271,999,40,232,40,882,2022,3293,72,69,0,3,0,236,661,733,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-09-28,19.9,0.5,1.3,84.6,10.0,3.25,0.5,0.5,0.5,4,5,5,1
272,2462,3124,5586,50,2272,1748,152,372,48,1512,2441,4713,190,171,0,19,2,332,683,873,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-09-29,20.4,0.0,3.0,64.4,8.4,0.0,0.0,0.0,0.0,3,5,5,2
273,4248,3624,7872,82,3964,2632,507,825,72,2719,2775,6739,284,246,27,11,10,378,849,1133,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-09-30,20.5,0.0,1.6,66.9,8.8,0.0,0.0,0.0,0.0,3,5,5,1
274,20582,7112,27694,112,18465,15940,276,2249,90,64,6648,25113,2117,1902,18,197,22,0,464,2581,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-10-01,21.1,0.0,1.2,69.0,7.8,0.0,0.0,0.0,0.0,3,5,5,1
275,1057,800,1857,18,1027,838,36,153,18,0,740,1767,30,28,0,2,0,0,60,90,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-10-02,19.0,18.5,2.7,84.1,9.8,13.83,2.0,6.5,18.5,4,5,5,1
276,22425,8334,30759,196,20277,17131,323,2823,179,268,7844,28121,2148,1905,17,226,17,58,490,2638,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-10-03,22.7,6.5,2.7,73.3,4.0,7.17,1.0,2.0,6.5,2,6,5,1
277,14651,2574,17225,124,14198,2928,10051,1219,120,10399,1893,16091,453,387,2,64,4,348,681,1134,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-10-04,22.0,0.0,2.4,58.9,0.9,0.0,0.0,0.0,0.0,1,6,4,1
278,3210,1694,4904,49,2955,2355,125,475,45,1705,1354,4309,255,210,42,3,4,134,340,595,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-10-05,21.1,0.0,3.0,61.9,3.4,0.0,0.0,0.0,0.0,2,5,5,2
279,5279,3499,8778,47,4847,1962,947,1938,41,3631,2332,7179,432,401,2,29,6,548,1167,1599,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-10-06,18.0,0.0,2.6,59.3,2.8,0.0,0.0,0.0,0.0,1,5,4,1
280,4705,3960,8665,82,4125,1890,1538,697,72,2776,2471,6596,580,525,5,50,10,775,1489,2069,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-10-07,19.7,2.0,2.6,67.8,8.8,7.5,0.5,1.0,2.0,3,5,5,1
281,12426,4062,16488,162,10853,9372,304,1177,145,900,3657,14510,1573,1401,38,134,17,113,405,1978,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-10-08,16.8,6.0,2.9,66.4,5.5,6.92,0.5,2.5,6.0,2,5,5,1
282,17453,5593,23046,174,15151,13090,388,1673,134,131,5097,20248,2302,2097,28,177,40,0,496,2798,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-10-09,11.3,0.0,2.9,46.3,3.3,0.0,0.0,0.0,0.0,2,4,3,1
283,2942,1671,4613,120,2565,2009,118,438,114,441,1374,3939,377,368,3,6,6,40,297,674,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-10-10,14.0,0.0,1.6,43.3,4.4,0.0,0.0,0.0,0.0,2,4,3,1
284,5632,3762,9394,99,5203,1719,1917,1567,80,4088,2397,7600,429,381,38,10,19,732,1365,1794,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-10-11,15.4,0.0,1.8,62.4,6.0,0.0,0.0,0.0,0.0,3,4,5,1
285,3085,2800,5885,61,2724,1898,340,486,58,1450,2104,4828,361,356,3,2,3,185,696,1057,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-10-12,15.5,0.0,2.0,57.0,3.3,0.0,0.0,0.0,0.0,2,4,4,1
286,4628,4050,8678,56,4036,2107,1231,698,43,2964,2863,6899,592,584,1,7,13,457,1187,1779,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-10-13,15.2,0.0,1.4,44.1,3.8,0.0,0.0,0.0,0.0,2,4,3,1
287,7026,4857,11883,70,6320,2706,2879,735,63,4363,3404,9724,706,570,132,4,7,593,1453,2159,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-10-14,16.7,0.0,1.3,61.8,0.0,0.0,0.0,0.0,0.0,1,5,5,1
288,17467,6117,23584,154,15356,13168,417,1771,123,1995,5459,20815,2111,1913,31,167,31,140,658,2769,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-10-15,19.1,0.0,1.3,60.6,4.1,0.0,0.0,0.0,0.0,2,5,5,1
289,6207,2299,8506,119,5654,4786,170,698,103,246,2079,7733,553,489,16,48,16,0,220,773,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-10-16,17.2,1.5,1.5,74.1,9.4,6.62,0.5,0.5,1.5,4,5,5,1
290,3050,2024,5074,116,2678,2121,66,491,99,531,1620,4298,372,363,1,8,17,49,404,776,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-10-17,17.5,0.0,1.4,76.1,6.1,0.0,0.0,0.0,0.0,3,5,5,1
291,4610,3614,8224,73,4078,2184,1129,765,73,2715,2591,6669,532,469,0,63,0,385,1023,1555,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-10-18,17.0,0.0,1.4,70.9,3.0,0.0,0.0,0.0,0.0,2,5,5,1
292,5019,3662,8681,68,4609,2082,2001,526,68,3531,2764,7373,410,347,4,59,0,425,898,1308,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-10-19,18.0,0.0,1.5,67.6,1.3,0.0,0.0,0.0,0.0,1,5,5,1
293,4826,3269,8095,37,4416,2273,1516,627,33,2883,2551,6967,410,395,0,15,4,245,718,1128,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-10-20,18.6,0.0,1.8,61.3,1.6,0.0,0.0,0.0,0.0,1,5,5,1
294,7154,4145,11299,42,6472,2639,3228,605,42,5114,3019,9491,682,528,71,83,0,581,1126,1808,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-10-21,17.9,0.0,3.0,58.6,9.4,0.0,0.0,0.0,0.0,4,5,4,2
295,21903,6398,28301,161,18373,15314,649,2410,143,2611,5630,24003,3530,2898,113,519,18,1373,768,4298,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-10-22,18.3,0.0,1.8,59.0,6.8,0.0,0.0,0.0,0.0,3,5,4,1
296,11437,2990,14427,181,9228,7384,420,1424,181,1434,2705,11933,2209,1566,119,524,0,1554,285,2494,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-10-23,13.3,2.5,4.0,66.3,9.4,7.42,0.5,1.5,2.5,4,4,5,4
297,6374,2003,8377,75,3357,2606,468,283,51,698,1552,4909,3017,469,2536,12,24,2536,451,3468,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-10-24,15.1,0.0,2.4,54.8,5.6,0.0,0.0,0.0,0.0,2,4,4,1
298,1818,773,2591,23,1748,822,843,83,23,1119,682,2430,70,45,25,0,0,0,91,161,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-10-25,14.1,37.0,2.2,84.0,7.6,10.17,2.5,10.0,37.0,3,4,5,1
299,3228,3656,6884,71,2905,1859,790,256,59,1934,2554,5459,323,296,0,27,12,504,1102,1425,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-10-26,13.3,0.0,1.4,81.0,5.4,0.75,0.0,0.0,0.0,2,4,5,1
300,4293,3008,7301,55,3915,2941,486,488,51,1862,2252,6167,378,349,1,28,4,347,756,1134,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-10-27,14.6,0.0,1.9,65.4,6.5,0.0,0.0,0.0,0.0,3,4,5,1
301,4337,2201,6538,61,4132,2730,1037,365,61,2440,1681,5813,205,191,1,13,0,212,520,725,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-10-28,14.6,0.3,2.5,61.8,8.8,4.5,0.1,0.2,0.3,3,4,5,1
302,11549,3797,15346,116,10712,9003,352,1357,108,786,3386,14098,837,751,26,60,8,0,411,1248,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-10-29,7.8,0.0,3.0,40.3,6.6,0.0,0.0,0.0,0.0,3,2,2,2
303,13506,4200,17706,83,12186,10373,356,1457,78,130,3736,15922,1320,1203,30,87,5,0,464,1784,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-10-30,7.9,0.0,1.5,31.9,0.9,0.0,0.0,0.0,0.0,1,2,2,1
304,1135,961,2096,12,1084,1015,8,61,12,322,787,1871,51,51,0,0,0,75,174,225,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-10-31,5.7,0.5,2.0,59.9,7.4,3.92,0.1,0.3,0.5,3,2,4,1
305,873,1432,2305,46,833,763,21,49,41,186,1273,2106,40,29,1,10,5,36,159,199,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-11-01,1.5,0.0,2.7,43.6,0.0,0.0,0.0,0.0,0.0,1,1,3,1
306,5957,1563,7520,32,5836,1022,7,4807,32,5315,1374,7210,121,59,0,62,0,115,189,310,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-11-02,4.1,0.1,1.4,53.1,4.4,3.57,0.0,0.0,0.1,2,2,4,1
307,1647,1607,3254,79,1547,1402,24,121,72,379,1374,2921,100,94,0,6,7,74,233,333,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-11-03,9.1,0.2,1.6,62.8,4.9,2.33,0.0,0.0,0.2,2,3,5,1
308,2856,1978,4834,63,2749,1599,811,339,47,1385,1703,4452,107,100,2,5,16,62,275,382,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-11-04,12.3,0.0,2.7,67.0,8.3,0.33,0.0,0.0,0.0,3,4,5,1
309,10504,3876,14380,154,10086,8749,274,1063,144,669,3570,13656,418,376,7,35,10,0,306,724,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-11-05,15.0,0.0,2.2,77.4,7.3,0.25,0.0,0.0,0.0,3,4,5,1
310,14490,5039,19529,117,13795,11883,352,1560,109,118,4809,18604,695,646,1,48,8,0,230,925,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-11-06,14.0,0.0,3.4,59.4,7.5,0.0,0.0,0.0,0.0,3,4,4,2
311,4459,1276,5735,42,4406,4288,11,107,42,3140,1123,5529,53,53,0,0,0,0,153,206,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-11-07,12.8,5.5,2.8,71.3,9.0,6.25,0.0,0.0,5.5,4,4,5,1
312,1070,1500,2570,33,1040,759,260,21,32,291,1395,2435,30,28,0,2,1,34,105,135,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-11-08,4.1,0.5,3.5,58.0,2.4,1.25,0.0,0.0,0.5,1,2,4,2
313,1263,1367,2630,21,1247,921,36,290,20,648,1216,2463,16,16,0,0,1,93,151,167,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-11-09,2.1,0.0,1.9,41.1,1.4,0.0,0.0,0.0,0.0,1,1,3,1
314,620,1308,1928,28,611,558,35,18,28,101,1223,1834,9,9,0,0,0,33,85,94,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-11-10,6.0,0.4,2.0,55.5,9.5,1.08,0.0,0.0,0.4,4,2,4,1
315,2184,1478,3662,118,2136,1367,690,79,115,876,1401,3537,48,47,0,1,3,0,77,125,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-11-11,9.1,4.0,2.2,63.3,2.0,3.92,0.0,0.0,4.0,1,3,5,1
316,10483,3442,13925,85,10217,8895,228,1094,78,1271,3153,13370,266,254,0,12,7,0,289,555,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-11-12,11.4,0.0,2.3,62.1,3.3,0.0,0.0,0.0,0.0,2,4,5,1
317,10405,3002,13407,164,9921,8524,361,1036,164,583,2843,12764,484,447,0,37,0,0,159,643,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-11-13,14.4,0.5,1.7,74.8,7.3,1.13,0.0,0.0,0.5,3,4,5,1
318,924,895,1819,15,894,463,411,20,15,411,855,1749,30,24,0,6,0,0,40,70,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-11-14,13.2,1.5,1.7,78.5,7.9,6.33,0.0,0.0,1.5,3,4,5,1
319,919,1286,2205,24,906,823,17,66,24,208,1184,2090,13,13,0,0,0,35,102,115,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-11-15,5.2,0.0,2.8,44.3,0.0,0.0,0.0,0.0,0.0,1,2,3,1
320,880,1139,2019,39,853,778,46,29,39,108,1053,1906,27,25,0,2,0,0,86,113,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-11-16,5.2,0.0,1.4,44.3,1.1,0.0,0.0,0.0,0.0,1,2,3,1
321,2051,1429,3480,43,2012,1539,212,261,43,77,1379,3391,39,33,3,3,0,0,50,89,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-11-17,9.1,0.0,1.2,56.4,2.0,0.0,0.0,0.0,0.0,1,3,4,1
322,1336,1020,2356,12,1291,954,82,255,8,282,915,2206,45,35,0,10,4,33,105,150,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-11-18,10.3,0.0,1.9,58.4,5.6,2.5,0.0,0.0,0.0,2,3,4,1
323,7068,2868,9936,116,6807,5954,138,715,106,179,2702,9509,261,249,1,11,10,0,166,427,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-11-19,13.0,0.0,2.2,71.1,8.9,3.33,0.0,0.0,0.0,3,4,5,1
